invoice_id,branch,city,product_line,unit_price,quantity,total,payment,date
INV-5263,C,Vadodara,Fashion accessories,95.38,9,901.34,Cash,2026-02-27
INV-5001,C,Vadodara,Sports and travel,51.24,7,376.61,Ewallet,2026-02-27
INV-5256,C,Vadodara,Food and beverages,77.88,2,163.55,Cash,2026-02-27
INV-5424,B,Surat,Electronic accessories,42.54,7,312.67,Cash,2026-02-27
INV-5476,C,Vadodara,Health and beauty,49.3,6,310.59,Credit card,2026-02-27
INV-5220,A,Ahmedabad,Health and beauty,10.1,7,74.24,Credit card,2026-02-27
INV-5229,A,Ahmedabad,Sports and travel,15.35,9,145.06,Credit card,2026-02-27
INV-5049,C,Vadodara,Food and beverages,32.2,8,270.48,Credit card,2026-02-27
INV-5195,A,Ahmedabad,Electronic accessories,27.31,2,57.35,Credit card,2026-02-27
INV-5361,C,Vadodara,Fashion accessories,43.91,8,368.84,Ewallet,2026-02-27
INV-5146,A,Ahmedabad,Home and lifestyle,77.39,7,568.82,Cash,2026-02-27
INV-5174,C,Vadodara,Sports and travel,55.38,10,581.49,Credit card,2026-02-28
INV-5076,A,Ahmedabad,Fashion accessories,59.01,2,123.92,Ewallet,2026-02-28
INV-5088,C,Vadodara,Fashion accessories,53.25,3,167.74,Cash,2026-02-28
INV-5333,C,Vadodara,Health and beauty,96.89,9,915.61,Credit card,2026-03-01
INV-5462,C,Vadodara,Fashion accessories,26.45,9,249.95,Cash,2026-03-01
INV-5428,A,Ahmedabad,Home and lifestyle,80.19,8,673.6,Credit card,2026-03-01
INV-5293,A,Ahmedabad,Food and beverages,38.86,3,122.41,Cash,2026-03-01
INV-5238,A,Ahmedabad,Food and beverages,25.85,9,244.28,Credit card,2026-03-02
INV-5482,A,Ahmedabad,Sports and travel,63.37,8,532.31,Ewallet,2026-03-02
INV-5154,B,Surat,Sports and travel,58.05,1,60.95,Ewallet,2026-03-02
INV-5109,C,Vadodara,Fashion accessories,27.33,3,86.09,Credit card,2026-03-02
INV-5483,C,Vadodara,Sports and travel,30.52,3,96.14,Credit card,2026-03-02
INV-5312,A,Ahmedabad,Food and beverages,62.11,10,652.16,Ewallet,2026-03-02
INV-5296,C,Vadodara,Fashion accessories,18.52,3,58.34,Cash,2026-03-03
INV-5075,B,Surat,Home and lifestyle,39.0,8,327.6,Credit card,2026-03-03
INV-5018,C,Vadodara,Home and lifestyle,13.62,6,85.81,Cash,2026-03-03
INV-5111,C,Vadodara,Home and lifestyle,48.05,8,403.62,Credit card,2026-03-03
INV-5328,A,Ahmedabad,Fashion accessories,34.33,4,144.19,Ewallet,2026-03-03
INV-5266,B,Surat,Sports and travel,25.33,8,212.77,Cash,2026-03-03
INV-5218,B,Surat,Electronic accessories,70.9,10,744.45,Credit card,2026-03-03
INV-5376,C,Vadodara,Sports and travel,68.65,6,432.5,Credit card,2026-03-04
INV-5107,B,Surat,Sports and travel,45.11,4,189.46,Cash,2026-03-04
INV-5072,B,Surat,Electronic accessories,49.95,3,157.34,Credit card,2026-03-04
INV-5475,C,Vadodara,Electronic accessories,55.74,3,175.58,Credit card,2026-03-04
INV-5087,A,Ahmedabad,Health and beauty,78.63,2,165.12,Cash,2026-03-04
INV-5432,C,Vadodara,Electronic accessories,13.17,3,41.49,Credit card,2026-03-05
INV-5056,B,Surat,Food and beverages,91.93,9,868.74,Cash,2026-03-05
INV-5180,C,Vadodara,Food and beverages,77.63,3,244.53,Cash,2026-03-05
INV-5430,A,Ahmedabad,Sports and travel,93.76,3,295.34,Cash,2026-03-05
INV-5369,C,Vadodara,Health and beauty,40.97,2,86.04,Cash,2026-03-06
INV-5406,B,Surat,Home and lifestyle,96.79,4,406.52,Credit card,2026-03-06
INV-5230,B,Surat,Food and beverages,29.37,9,277.55,Cash,2026-03-06
INV-5053,B,Surat,Electronic accessories,22.48,4,94.42,Ewallet,2026-03-06
INV-5355,C,Vadodara,Fashion accessories,12.16,5,63.84,Credit card,2026-03-06
INV-5140,C,Vadodara,Food and beverages,41.8,5,219.45,Ewallet,2026-03-06
INV-5214,C,Vadodara,Fashion accessories,34.36,6,216.47,Ewallet,2026-03-07
INV-5433,A,Ahmedabad,Sports and travel,24.18,4,101.56,Ewallet,2026-03-07
INV-5498,C,Vadodara,Fashion accessories,41.29,2,86.71,Ewallet,2026-03-07
INV-5335,C,Vadodara,Food and beverages,87.01,3,274.08,Credit card,2026-03-07
INV-5438,A,Ahmedabad,Home and lifestyle,94.26,10,989.73,Ewallet,2026-03-07
INV-5452,B,Surat,Sports and travel,87.77,5,460.79,Cash,2026-03-07
INV-5445,B,Surat,Health and beauty,61.17,8,513.83,Cash,2026-03-07
INV-5125,B,Surat,Electronic accessories,59.7,9,564.17,Credit card,2026-03-08
INV-5429,C,Vadodara,Sports and travel,50.15,4,210.63,Ewallet,2026-03-08
INV-5040,A,Ahmedabad,Food and beverages,18.26,4,76.69,Ewallet,2026-03-08
INV-5179,B,Surat,Fashion accessories,28.75,2,60.38,Credit card,2026-03-08
INV-5149,A,Ahmedabad,Fashion accessories,90.37,2,189.78,Cash,2026-03-08
INV-5350,B,Surat,Fashion accessories,81.53,2,171.21,Cash,2026-03-08
INV-5348,A,Ahmedabad,Food and beverages,47.59,2,99.94,Cash,2026-03-08
INV-5457,B,Surat,Sports and travel,49.41,1,51.88,Credit card,2026-03-08
INV-5490,C,Vadodara,Home and lifestyle,15.43,2,32.4,Credit card,2026-03-09
INV-5267,B,Surat,Home and lifestyle,98.08,7,720.89,Cash,2026-03-09
INV-5222,C,Vadodara,Fashion accessories,90.51,8,760.28,Cash,2026-03-09
INV-5084,B,Surat,Home and lifestyle,98.04,4,411.77,Ewallet,2026-03-09
INV-5068,A,Ahmedabad,Sports and travel,12.09,2,25.39,Credit card,2026-03-09
INV-5114,B,Surat,Food and beverages,98.27,4,412.73,Cash,2026-03-09
INV-5491,C,Vadodara,Sports and travel,84.0,7,617.4,Ewallet,2026-03-09
INV-5133,B,Surat,Home and lifestyle,75.51,1,79.29,Credit card,2026-03-10
INV-5283,B,Surat,Health and beauty,66.98,1,70.33,Credit card,2026-03-10
INV-5405,B,Surat,Food and beverages,35.74,4,150.11,Credit card,2026-03-10
INV-5081,B,Surat,Fashion accessories,92.14,9,870.72,Credit card,2026-03-10
INV-5199,C,Vadodara,Health and beauty,76.13,3,239.81,Cash,2026-03-10
INV-5207,C,Vadodara,Sports and travel,53.76,9,508.03,Ewallet,2026-03-10
INV-5177,A,Ahmedabad,Health and beauty,43.11,3,135.8,Credit card,2026-03-11
INV-5365,B,Surat,Food and beverages,57.0,8,478.8,Ewallet,2026-03-11
INV-5126,A,Ahmedabad,Home and lifestyle,55.07,9,520.41,Ewallet,2026-03-11
INV-5043,B,Surat,Electronic accessories,69.66,6,438.86,Ewallet,2026-03-11
INV-5346,C,Vadodara,Health and beauty,48.25,7,354.64,Credit card,2026-03-11
INV-5064,B,Surat,Fashion accessories,38.84,8,326.26,Credit card,2026-03-12
INV-5466,A,Ahmedabad,Sports and travel,49.13,6,309.52,Ewallet,2026-03-12
INV-5251,B,Surat,Health and beauty,19.67,8,165.23,Cash,2026-03-13
INV-5414,A,Ahmedabad,Sports and travel,21.42,6,134.95,Ewallet,2026-03-13
INV-5063,C,Vadodara,Electronic accessories,66.29,2,139.21,Credit card,2026-03-13
INV-5070,C,Vadodara,Fashion accessories,88.76,5,465.99,Cash,2026-03-13
INV-5268,B,Surat,Health and beauty,54.88,2,115.25,Cash,2026-03-14
INV-5317,C,Vadodara,Health and beauty,12.39,4,52.04,Credit card,2026-03-14
INV-5212,C,Vadodara,Food and beverages,60.51,4,254.14,Ewallet,2026-03-14
INV-5367,A,Ahmedabad,Fashion accessories,22.57,3,71.1,Ewallet,2026-03-14
INV-5302,A,Ahmedabad,Sports and travel,78.0,7,573.3,Ewallet,2026-03-14
INV-5332,A,Ahmedabad,Home and lifestyle,58.28,3,183.58,Credit card,2026-03-14
INV-5007,C,Vadodara,Electronic accessories,38.72,5,203.28,Ewallet,2026-03-15
INV-5020,B,Surat,Home and lifestyle,90.32,4,379.34,Ewallet,2026-03-16
INV-5039,B,Surat,Health and beauty,21.32,2,44.77,Ewallet,2026-03-16
INV-5022,A,Ahmedabad,Electronic accessories,99.26,4,416.89,Cash,2026-03-16
INV-5129,B,Surat,Home and lifestyle,99.28,8,833.95,Ewallet,2026-03-16
INV-5239,B,Surat,Fashion accessories,22.12,1,23.23,Credit card,2026-03-16
INV-5124,C,Vadodara,Sports and travel,48.11,5,252.58,Ewallet,2026-03-16
INV-5389,A,Ahmedabad,Electronic accessories,14.06,7,103.34,Credit card,2026-03-16
INV-5006,A,Ahmedabad,Sports and travel,92.97,6,585.71,Cash,2026-03-17
INV-5071,A,Ahmedabad,Home and lifestyle,64.92,5,340.83,Ewallet,2026-03-17
INV-5209,C,Vadodara,Home and lifestyle,47.68,3,150.19,Credit card,2026-03-18
INV-5497,B,Surat,Home and lifestyle,66.8,5,350.7,Cash,2026-03-18
INV-5417,A,Ahmedabad,Food and beverages,58.91,9,556.7,Cash,2026-03-18
INV-5465,C,Vadodara,Sports and travel,70.56,8,592.7,Credit card,2026-03-18
INV-5305,A,Ahmedabad,Food and beverages,93.48,3,294.46,Cash,2026-03-18
INV-5277,C,Vadodara,Health and beauty,19.3,3,60.8,Cash,2026-03-18
INV-5435,A,Ahmedabad,Fashion accessories,97.82,7,718.98,Cash,2026-03-18
INV-5128,B,Surat,Sports and travel,68.74,6,433.06,Credit card,2026-03-18
INV-5077,A,Ahmedabad,Sports and travel,54.08,9,511.06,Credit card,2026-03-19
INV-5231,C,Vadodara,Home and lifestyle,62.72,3,197.57,Cash,2026-03-19
INV-5484,B,Surat,Sports and travel,67.38,5,353.74,Cash,2026-03-19
INV-5461,A,Ahmedabad,Home and lifestyle,58.64,10,615.72,Credit card,2026-03-19
INV-5372,B,Surat,Health and beauty,46.45,4,195.09,Ewallet,2026-03-19
INV-5380,A,Ahmedabad,Health and beauty,48.8,9,461.16,Credit card,2026-03-19
INV-5340,B,Surat,Electronic accessories,19.1,6,120.33,Cash,2026-03-20
INV-5404,B,Surat,Home and lifestyle,27.04,4,113.57,Ewallet,2026-03-20
INV-5078,B,Surat,Fashion accessories,66.9,3,210.74,Ewallet,2026-03-21
INV-5080,C,Vadodara,Health and beauty,31.98,5,167.9,Credit card,2026-03-21
INV-5047,C,Vadodara,Sports and travel,80.03,8,672.25,Cash,2026-03-21
INV-5005,C,Vadodara,Home and lifestyle,45.36,4,190.51,Ewallet,2026-03-21
INV-5319,C,Vadodara,Fashion accessories,86.69,1,91.02,Cash,2026-03-22
INV-5294,B,Surat,Home and lifestyle,41.12,2,86.35,Cash,2026-03-22
INV-5330,B,Surat,Electronic accessories,79.74,7,586.09,Credit card,2026-03-22
INV-5203,C,Vadodara,Electronic accessories,73.95,2,155.3,Ewallet,2026-03-23
INV-5017,A,Ahmedabad,Health and beauty,86.14,3,271.34,Ewallet,2026-03-23
INV-5325,A,Ahmedabad,Health and beauty,89.09,8,748.36,Cash,2026-03-23
INV-5089,C,Vadodara,Fashion accessories,51.08,5,268.17,Cash,2026-03-23
INV-5249,A,Ahmedabad,Health and beauty,93.67,4,393.41,Ewallet,2026-03-23
INV-5409,A,Ahmedabad,Health and beauty,73.71,5,386.98,Cash,2026-03-23
INV-5248,C,Vadodara,Electronic accessories,89.95,2,188.9,Ewallet,2026-03-24
INV-5019,B,Surat,Sports and travel,50.47,8,423.95,Ewallet,2026-03-24
INV-5344,C,Vadodara,Health and beauty,98.39,6,619.86,Cash,2026-03-24
INV-5157,B,Surat,Sports and travel,10.05,10,105.52,Cash,2026-03-24
INV-5395,C,Vadodara,Sports and travel,24.02,8,201.77,Ewallet,2026-03-25
INV-5399,A,Ahmedabad,Sports and travel,45.75,8,384.3,Credit card,2026-03-25
INV-5471,C,Vadodara,Home and lifestyle,26.91,8,226.04,Cash,2026-03-25
INV-5300,B,Surat,Health and beauty,29.31,7,215.43,Ewallet,2026-03-25
INV-5391,A,Ahmedabad,Food and beverages,85.37,6,537.83,Ewallet,2026-03-25
INV-5233,C,Vadodara,Food and beverages,71.16,1,74.72,Credit card,2026-03-25
INV-5442,A,Ahmedabad,Fashion accessories,23.82,5,125.06,Cash,2026-03-25
INV-5104,C,Vadodara,Food and beverages,22.45,8,188.58,Ewallet,2026-03-25
INV-5142,A,Ahmedabad,Fashion accessories,84.89,5,445.67,Cash,2026-03-25
INV-5141,A,Ahmedabad,Fashion accessories,80.87,5,424.57,Ewallet,2026-03-25
INV-5187,B,Surat,Sports and travel,99.13,5,520.43,Ewallet,2026-03-26
INV-5420,C,Vadodara,Fashion accessories,73.44,6,462.67,Cash,2026-03-26
INV-5052,B,Surat,Food and beverages,34.76,8,291.98,Cash,2026-03-26
INV-5455,B,Surat,Sports and travel,18.15,9,171.52,Ewallet,2026-03-26
INV-5242,A,Ahmedabad,Sports and travel,42.47,9,401.34,Ewallet,2026-03-26
INV-5074,C,Vadodara,Health and beauty,86.86,6,547.22,Ewallet,2026-03-27
INV-5339,C,Vadodara,Fashion accessories,43.7,9,412.96,Credit card,2026-03-27
INV-5460,C,Vadodara,Health and beauty,79.37,5,416.69,Credit card,2026-03-27
INV-5204,B,Surat,Health and beauty,12.39,3,39.03,Cash,2026-03-27
INV-5401,C,Vadodara,Health and beauty,15.68,10,164.64,Cash,2026-03-27
INV-5144,C,Vadodara,Food and beverages,47.5,8,399.0,Credit card,2026-03-28
INV-5338,A,Ahmedabad,Health and beauty,89.03,9,841.33,Credit card,2026-03-28
INV-5163,B,Surat,Electronic accessories,25.12,4,105.5,Cash,2026-03-28
INV-5252,A,Ahmedabad,Health and beauty,20.38,2,42.8,Cash,2026-03-28
INV-5134,C,Vadodara,Electronic accessories,97.9,8,822.36,Cash,2026-03-28
INV-5010,B,Surat,Fashion accessories,69.4,4,291.48,Cash,2026-03-29
INV-5015,C,Vadodara,Health and beauty,25.95,5,136.24,Cash,2026-03-29
INV-5407,A,Ahmedabad,Electronic accessories,18.49,7,135.9,Cash,2026-03-29
INV-5448,B,Surat,Fashion accessories,66.34,7,487.6,Ewallet,2026-03-29
INV-5411,A,Ahmedabad,Electronic accessories,97.83,10,1027.21,Ewallet,2026-03-29
INV-5288,B,Surat,Sports and travel,50.59,2,106.24,Ewallet,2026-03-29
INV-5188,A,Ahmedabad,Home and lifestyle,22.35,1,23.47,Ewallet,2026-03-29
INV-5184,B,Surat,Electronic accessories,25.78,7,189.48,Credit card,2026-03-29
INV-5443,B,Surat,Home and lifestyle,15.7,3,49.46,Credit card,2026-03-29
INV-5162,B,Surat,Health and beauty,84.08,2,176.57,Cash,2026-03-29
INV-5284,B,Surat,Home and lifestyle,93.41,5,490.4,Ewallet,2026-03-30
INV-5477,A,Ahmedabad,Sports and travel,99.53,6,627.04,Credit card,2026-03-30
INV-5245,A,Ahmedabad,Home and lifestyle,33.83,9,319.69,Credit card,2026-03-30
INV-5247,B,Surat,Electronic accessories,28.49,1,29.91,Credit card,2026-03-30
INV-5092,C,Vadodara,Electronic accessories,36.04,8,302.74,Cash,2026-03-30
INV-5278,A,Ahmedabad,Electronic accessories,87.95,10,923.48,Ewallet,2026-03-30
INV-5225,A,Ahmedabad,Health and beauty,90.12,8,757.01,Cash,2026-03-31
INV-5033,B,Surat,Electronic accessories,91.64,2,192.44,Credit card,2026-03-31
INV-5223,A,Ahmedabad,Health and beauty,68.17,8,572.63,Ewallet,2026-03-31
INV-5148,C,Vadodara,Fashion accessories,54.21,10,569.21,Credit card,2026-03-31
INV-5120,B,Surat,Home and lifestyle,69.71,7,512.37,Ewallet,2026-03-31
INV-5211,C,Vadodara,Sports and travel,84.4,3,265.86,Credit card,2026-03-31
